ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
184,18-24,Female,University degree,UK,White,42,20,22,18,30,2,7,6,3,0,0,6,0,5,6,0,3,0,3,3,0,0,0,6,0,6
185,55-64,Male,Left school at 18 years,UK,White,24,17,13,27,26,1,2,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
186,35-44,Female,University degree,Canada,White,27,27,20,28,23,3,4,5,0,0,0,6,3,5,1,0,0,0,0,0,1,0,1,0,0,0
187,35-44,Female,Masters degree,UK,White,17,32,21,25,35,1,1,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0
188,55-64,Female,Left school at 16 years,UK,White,16,17,6,30,28,1,1,4,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,1,0,0
189,45-54,Female,Left school at 16 years,UK,White,28,13,5,27,22,1,0,4,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0
190,18-24,Female,Masters degree,UK,White,20,23,17,24,29,2,3,5,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,3,0,0
191,55-64,Female,Professional certificate/ diploma,UK,White,11,23,14,27,22,2,1,5,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
192,18-24,Male,University degree,UK,Mixed-White/Asian,20,31,12,27,20,5,6,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
193,25-34,Female,Professional certificate/ diploma,Canada,White,16,21,19,25,20,6,6,5,1,0,1,6,5,4,1,1,1,0,0,0,1,0,1,6,0,0
194,45-54,Female,University degree,UK,White,27,15,17,24,25,1,6,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0
195,25-34,Female,University degree,Canada,Mixed-White/Asian,15,31,20,23,27,2,2,3,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0
196,55-64,Female,University degree,UK,White,30,25,25,21,30,5,6,5,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0,4,0,0
197,18-24,Male,University degree,UK,Black,18,25,16,31,17,4,2,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
198,55-64,Female,University degree,UK,White,20,26,15,17,20,2,3,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
199,25-34,Female,Professional certificate/ diploma,UK,White,23,26,24,28,24,8,9,6,5,5,2,5,6,6,5,0,3,2,3,3,3,0,3,6,0,1
200,45-54,Female,Professional certificate/ diploma,UK,White,19,37,25,34,32,5,6,4,4,1,1,6,4,5,3,0,6,0,2,2,4,0,3,6,0,0
201,18-24,Female,University degree,UK,White,18,24,14,30,33,5,9,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
202,35-44,Male,Masters degree,UK,Other,22,16,16,14,32,2,3,5,3,3,2,6,2,6,4,2,4,0,2,2,2,0,2,4,0,0
203,35-44,Female,University degree,UK,White,17,31,17,29,31,4,3,6,0,0,3,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0
204,65+,Male,Left school before 16 years,UK,White,10,15,3,17,19,1,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
205,25-34,Female,University degree,UK,White,22,29,28,23,26,3,7,5,2,2,2,6,2,5,2,0,2,0,2,0,2,0,2,4,0,2
206,35-44,Female,Left school at 16 years,UK,White,22,30,22,17,16,8,7,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
207,18-24,Female,University degree,UK,White,23,31,24,24,27,6,6,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
208,35-44,Female,Professional certificate/ diploma,UK,White,17,26,16,27,23,3,7,5,1,4,1,6,6,3,2,0,1,0,1,3,1,0,1,6,0,1
209,35-44,Female,University degree,UK,White,25,23,19,21,24,5,9,4,1,1,0,6,6,5,4,0,3,0,3,3,2,0,3,6,0,0
210,25-34,Male,Masters degree,UK,Asian,11,26,27,20,31,1,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
211,25-34,Female,"Some college or university, no certificate or degree",UK,White,31,24,10,23,14,8,8,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
212,45-54,Female,Left school at 16 years,UK,White,17,19,12,30,30,1,0,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
213,25-34,Female,Professional certificate/ diploma,UK,White,25,27,14,34,28,3,2,6,1,1,0,6,1,5,0,0,1,0,0,0,1,0,1,6,0,0
214,45-54,Female,Professional certificate/ diploma,Republic of Ireland,White,29,22,11,29,25,1,1,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
215,25-34,Female,Professional certificate/ diploma,UK,White,22,30,23,31,32,4,9,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,0,0
216,25-34,Female,University degree,Canada,White,39,21,15,30,21,4,6,5,2,0,0,6,4,4,3,0,3,0,0,0,0,0,2,3,0,0
217,25-34,Female,Professional certificate/ diploma,UK,White,26,30,22,32,24,6,8,5,1,1,0,6,1,5,2,0,1,0,3,0,0,0,0,3,0,0
218,35-44,Male,Professional certificate/ diploma,UK,White,36,28,23,32,11,8,8,2,1,1,1,6,1,6,1,1,1,1,1,0,1,1,0,6,0,1
219,25-34,Female,Masters degree,Other,White,27,30,14,16,29,3,4,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,2,3,0,0
220,35-44,Female,"Some college or university, no certificate or degree",UK,White,20,19,21,30,26,1,3,6,1,1,1,4,1,5,2,0,1,0,0,0,0,0,0,6,0,0
221,18-24,Female,University degree,UK,White,32,21,22,23,25,4,6,5,0,2,0,6,3,5,0,0,2,0,0,3,0,0,0,3,0,0
222,25-34,Female,University degree,UK,White,22,26,17,18,30,5,4,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
223,35-44,Female,University degree,UK,White,21,27,25,30,26,7,9,6,2,0,0,5,2,5,2,0,2,0,0,0,0,0,1,2,0,0
224,55-64,Male,University degree,UK,White,13,30,18,30,30,3,6,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0
225,45-54,Female,University degree,UK,White,19,32,22,26,29,3,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
226,35-44,Female,University degree,UK,White,12,27,26,20,26,1,1,6,1,0,0,6,0,5,3,0,2,0,0,0,0,0,0,6,0,0
227,45-54,Female,University degree,UK,White,19,26,15,32,33,3,3,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
228,18-24,Male,"Some college or university, no certificate or degree",UK,White,26,29,13,19,28,7,7,5,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,4,0,0
229,45-54,Male,Masters degree,UK,White,17,25,20,18,23,4,6,6,1,1,1,6,2,6,1,0,1,0,1,0,0,0,1,2,0,0
230,45-54,Female,University degree,UK,White,14,32,21,29,34,1,0,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
231,35-44,Female,Professional certificate/ diploma,UK,White,34,6,7,27,27,1,1,5,0,0,2,5,1,6,0,0,0,0,0,0,0,0,0,3,0,0
232,65+,Female,Masters degree,UK,White,25,15,17,20,26,3,1,6,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
233,25-34,Female,University degree,UK,White,24,31,20,24,29,5,8,5,1,0,0,6,0,6,0,0,1,0,0,0,1,0,0,0,0,0
234,45-54,Male,University degree,UK,White,17,28,10,29,26,5,7,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
235,25-34,Female,University degree,UK,White,28,29,20,17,34,4,7,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
236,25-34,Female,Professional certificate/ diploma,UK,White,24,29,11,36,36,1,0,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
237,25-34,Female,Masters degree,UK,White,38,25,19,26,27,4,5,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
238,25-34,Female,Left school at 16 years,UK,White,33,22,4,25,32,1,0,5,1,1,0,6,3,6,0,0,0,0,0,0,0,0,0,6,0,0
239,18-24,Female,Left school at 18 years,UK,White,29,22,15,19,26,3,5,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
240,45-54,Female,Professional certificate/ diploma,UK,White,8,27,25,33,26,1,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
241,35-44,Female,Masters degree,UK,White,30,14,20,33,38,1,3,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,1,0,0
242,25-34,Female,Left school at 18 years,Other,White,43,14,14,28,16,4,2,5,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,2,0,1
243,18-24,Female,"Some college or university, no certificate or degree",UK,White,38,12,0,28,17,1,1,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,3
244,25-34,Female,University degree,UK,White,18,30,25,29,30,1,5,5,3,1,2,6,3,4,3,2,2,0,0,3,0,0,0,5,0,1
245,35-44,Male,University degree,UK,White,42,12,19,30,2,2,4,5,0,0,3,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0
246,25-34,Female,"Some college or university, no certificate or degree",UK,White,21,16,8,13,13,0,1,5,1,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
247,25-34,Female,Professional certificate/ diploma,UK,White,37,18,11,26,19,3,3,5,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0
248,45-54,Male,Masters degree,UK,White,15,21,12,27,34,3,4,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
249,45-54,Female,Doctorate degree,UK,White,4,24,18,35,35,2,2,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
250,45-54,Female,Professional certificate/ diploma,UK,White,35,25,19,29,31,2,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
251,45-54,Male,University degree,UK,White,19,24,18,20,33,4,3,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
252,35-44,Female,University degree,UK,White,30,16,15,22,29,1,1,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
253,18-24,Female,Masters degree,UK,White,11,29,16,36,36,2,5,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0,0
254,45-54,Female,Doctorate degree,UK,White,16,24,22,23,30,1,0,6,0,0,0,6,2,5,2,0,0,0,0,0,0,0,0,2,0,0
255,25-34,Male,Professional certificate/ diploma,UK,White,37,18,15,17,22,1,3,4,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,3,0,0
256,35-44,Female,Masters degree,UK,White,13,34,27,31,29,4,7,5,1,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,0,0
257,18-24,Female,"Some college or university, no certificate or degree",UK,White,19,27,18,28,30,2,5,4,2,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0
258,35-44,Male,Doctorate degree,UK,White,24,23,26,5,22,2,6,4,1,1,1,6,1,6,2,0,2,0,0,2,1,0,1,4,0,1
259,65+,Male,Doctorate degree,UK,White,29,22,17,13,35,2,1,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,65+,Male,Professional certificate/ diploma,UK,White,14,21,22,26,29,3,4,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
261,45-54,Female,Professional certificate/ diploma,UK,White,19,29,32,17,24,8,9,5,0,0,0,6,2,5,0,0,0,0,0,0,1,0,0,0,0,0
262,55-64,Male,University degree,UK,White,17,20,25,23,23,8,6,2,0,1,2,0,1,6,0,0,0,0,0,0,1,0,1,6,0,0
263,45-54,Male,Masters degree,UK,Asian,15,28,18,29,26,1,1,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
264,55-64,Female,Left school before 16 years,UK,White,14,23,20,33,31,2,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
265,18-24,Female,University degree,UK,White,19,24,20,27,28,1,2,5,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0
266,35-44,Female,University degree,UK,Black,21,23,17,23,24,2,0,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
267,55-64,Male,University degree,UK,White,13,22,19,25,29,3,6,6,1,0,0,6,3,6,0,0,0,0,0,0,1,0,0,1,0,0
268,35-44,Male,Professional certificate/ diploma,UK,Black,15,32,11,20,24,3,6,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
269,45-54,Female,Masters degree,UK,White,14,34,24,26,36,3,4,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
270,35-44,Female,Masters degree,UK,Black,15,24,14,18,25,1,0,4,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
271,45-54,Female,Masters degree,UK,White,5,36,30,28,29,6,7,6,0,0,0,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0
272,45-54,Female,Masters degree,UK,White,31,18,23,25,13,2,8,6,1,1,0,6,1,5,0,0,0,0,0,1,0,2,1,2,0,0
273,55-64,Male,Doctorate degree,UK,White,14,23,20,25,24,5,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
274,25-34,Female,University degree,UK,White,26,24,12,25,26,2,5,6,3,3,4,6,3,6,3,0,2,0,2,3,2,0,1,4,0,0
275,35-44,Male,Masters degree,UK,White,26,29,21,17,28,3,8,6,1,6,5,6,3,4,1,1,1,0,1,0,1,0,0,6,0,0
276,35-44,Female,Masters degree,UK,White,28,20,21,26,34,1,5,4,0,0,0,6,1,4,1,0,1,0,1,0,0,0,0,2,0,0
277,55-64,Male,Doctorate degree,UK,White,15,26,16,21,20,3,4,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0
278,25-34,Male,"Some college or university, no certificate or degree",UK,White,14,32,27,28,23,5,6,5,2,2,2,5,4,5,3,0,3,0,2,0,2,0,3,3,0,0
279,45-54,Female,University degree,UK,White,21,20,18,28,24,2,4,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
280,45-54,Male,Masters degree,UK,White,12,28,22,26,27,4,4,5,1,0,2,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
281,55-64,Male,Masters degree,UK,White,23,24,25,23,17,2,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
282,45-54,Female,"Some college or university, no certificate or degree",UK,White,24,21,4,22,23,2,3,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
283,45-54,Female,Masters degree,UK,White,23,23,21,29,30,4,7,5,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0
284,45-54,Male,University degree,UK,White,15,33,21,21,29,4,7,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
285,35-44,Male,Professional certificate/ diploma,Other,White,13,17,25,20,26,7,5,3,2,2,3,6,2,5,2,0,2,0,0,0,0,0,2,6,0,0
286,35-44,Male,University degree,UK,White,15,31,15,21,26,1,5,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,0
287,45-54,Female,University degree,UK,White,26,13,19,14,23,1,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
288,45-54,Male,Masters degree,UK,White,27,25,17,26,17,3,5,3,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
289,25-34,Male,"Some college or university, no certificate or degree",UK,White,30,25,15,21,24,3,1,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
290,25-34,Female,Masters degree,UK,White,7,27,15,33,31,1,2,4,0,1,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,0
291,35-44,Female,Professional certificate/ diploma,UK,Black,15,29,14,32,30,1,1,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
292,35-44,Female,"Some college or university, no certificate or degree",UK,White,30,15,23,18,21,1,4,5,1,0,0,4,5,5,0,0,0,0,0,0,0,0,0,4,0,0
293,45-54,Female,Professional certificate/ diploma,UK,White,23,22,16,19,27,2,4,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
295,25-34,Female,Professional certificate/ diploma,UK,White,35,23,19,18,21,4,5,3,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,6,0,1
296,18-24,Female,Left school at 17 years,UK,White,20,26,19,19,23,2,3,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
297,35-44,Male,Professional certificate/ diploma,UK,White,37,20,21,23,24,2,4,5,0,1,4,5,2,6,0,0,0,2,0,0,0,0,0,2,0,0
298,65+,Female,Left school at 16 years,UK,White,32,17,21,22,31,3,4,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
300,35-44,Female,University degree,UK,White,25,21,10,33,27,3,1,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
301,35-44,Female,Professional certificate/ diploma,USA,White,32,16,19,26,28,2,3,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0
302,25-34,Female,"Some college or university, no certificate or degree",USA,White,21,20,9,24,28,1,1,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0
303,35-44,Female,Doctorate degree,UK,White,29,20,15,27,30,2,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
304,55-64,Female,Professional certificate/ diploma,UK,White,22,27,20,18,21,3,6,6,0,0,1,6,2,5,0,0,0,0,0,0,0,0,2,1,0,0
305,45-54,Female,University degree,UK,White,20,23,11,22,30,3,2,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
306,45-54,Female,University degree,UK,White,14,5,11,33,25,2,1,4,1,2,0,6,0,4,1,0,1,0,0,0,1,0,0,0,0,0
307,35-44,Male,Masters degree,UK,White,26,14,14,16,29,1,3,5,0,1,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
308,45-54,Male,Masters degree,UK,White,19,19,15,30,29,2,4,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
309,35-44,Female,Left school at 18 years,UK,White,9,28,19,23,34,4,6,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
310,35-44,Male,Masters degree,UK,White,16,24,19,27,27,1,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
311,45-54,Female,University degree,UK,White,12,22,14,24,28,1,1,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,4,0,1
312,18-24,Female,Left school at 16 years,UK,White,35,19,6,21,23,8,8,3,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,2,0,0
313,45-54,Female,Masters degree,UK,White,20,23,17,25,25,1,4,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
314,25-34,Female,Masters degree,UK,White,24,34,22,27,32,4,4,5,1,1,0,6,0,5,1,0,1,0,0,0,1,0,1,5,0,0
315,18-24,Female,Left school at 18 years,Republic of Ireland,White,18,24,15,24,23,2,2,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,0
316,45-54,Female,Doctorate degree,UK,White,16,28,24,23,27,2,4,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0
317,55-64,Female,University degree,UK,White,19,28,27,20,18,8,7,5,1,0,0,6,3,6,1,0,1,0,0,0,1,0,0,6,0,0
318,35-44,Male,University degree,UK,Black,16,35,13,23,31,2,4,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,3,0,0
319,25-34,Female,Professional certificate/ diploma,UK,White,24,23,15,25,30,1,2,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
320,45-54,Female,Left school at 16 years,UK,Other,27,21,11,22,28,6,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
321,45-54,Female,University degree,UK,White,31,21,16,16,23,1,2,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
322,35-44,Female,"Some college or university, no certificate or degree",UK,White,29,21,13,34,34,1,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
323,18-24,Female,University degree,UK,White,16,26,23,29,25,3,7,5,0,2,0,6,2,6,0,0,0,0,0,2,0,0,0,2,0,0
324,45-54,Male,Left school at 17 years,UK,White,33,15,8,25,18,2,6,6,1,1,0,6,2,5,1,0,1,1,0,0,1,0,1,1,0,0
325,25-34,Female,Doctorate degree,UK,White,26,23,29,17,30,4,4,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
326,35-44,Female,Professional certificate/ diploma,UK,White,16,31,19,29,37,4,4,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
327,35-44,Male,Left school at 18 years,UK,White,18,11,6,29,27,5,6,6,3,2,0,4,4,5,0,0,3,0,0,0,0,0,0,6,0,0
328,45-54,Male,Masters degree,UK,White,8,33,20,33,32,1,3,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
329,25-34,Female,Professional certificate/ diploma,UK,White,26,21,11,30,20,1,0,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
330,45-54,Male,Professional certificate/ diploma,UK,White,20,26,13,26,23,5,5,4,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
331,45-54,Female,Professional certificate/ diploma,UK,White,14,26,15,28,29,3,5,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
332,35-44,Male,Left school before 16 years,UK,White,21,20,13,20,28,1,3,6,2,2,2,6,2,6,6,2,3,0,2,0,2,0,2,6,0,0
333,55-64,Female,Left school at 18 years,Canada,White,19,20,9,29,29,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
334,18-24,Female,"Some college or university, no certificate or degree",UK,White,47,9,14,26,10,4,4,6,0,3,0,6,5,6,3,0,3,0,0,5,0,0,0,6,0,3
335,65+,Male,"Some college or university, no certificate or degree",Canada,White,12,20,13,24,25,7,5,4,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
336,65+,Female,Left school at 16 years,Canada,White,22,22,10,14,24,3,8,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
337,25-34,Female,Masters degree,UK,White,28,19,24,26,16,8,8,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,3,0,0
338,45-54,Female,Masters degree,UK,Black,30,24,19,23,32,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
339,45-54,Female,Professional certificate/ diploma,Canada,White,18,25,27,11,27,8,7,5,1,1,2,6,2,6,3,1,1,0,0,0,1,0,2,6,0,0
340,35-44,Male,Doctorate degree,UK,White,8,31,22,28,33,3,7,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
341,45-54,Female,Professional certificate/ diploma,UK,White,22,21,16,29,29,1,5,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
342,35-44,Female,Masters degree,UK,White,19,30,26,25,27,0,5,5,0,0,0,6,6,5,1,0,0,0,0,3,0,0,2,6,0,0
343,55-64,Female,Professional certificate/ diploma,UK,White,9,29,18,29,35,0,1,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
344,55-64,Female,Professional certificate/ diploma,UK,White,30,23,20,22,28,4,4,1,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
345,18-24,Female,Left school before 16 years,UK,White,26,22,20,22,21,6,3,5,2,3,6,6,6,5,4,2,3,3,0,3,2,2,2,6,0,0
346,35-44,Female,Masters degree,UK,White,8,24,29,34,31,2,3,1,1,1,1,6,1,5,1,1,1,1,0,0,1,1,1,6,0,1
347,35-44,Female,University degree,UK,White,24,26,19,29,26,4,5,2,2,2,2,6,2,6,2,0,2,0,0,2,2,0,2,6,0,1
348,45-54,Female,University degree,UK,White,22,34,30,37,26,8,9,6,1,0,0,6,3,5,0,0,0,0,0,4,1,0,0,6,0,0
349,45-54,Male,Masters degree,UK,White,15,28,20,23,27,1,1,2,2,1,2,6,1,6,1,0,1,2,0,0,1,2,1,0,0,0
350,45-54,Male,Professional certificate/ diploma,UK,Black,18,25,17,22,26,3,2,6,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
351,45-54,Male,University degree,UK,White,29,18,16,24,23,3,7,5,1,1,1,6,3,5,2,0,1,0,0,0,1,0,1,6,0,1
352,35-44,Female,"Some college or university, no certificate or degree",UK,White,34,19,26,31,19,6,5,4,2,1,4,6,2,5,2,2,2,2,2,0,1,2,1,6,0,1
353,35-44,Male,Professional certificate/ diploma,UK,White,28,24,20,20,20,3,7,5,2,1,4,5,4,4,2,2,1,2,0,1,2,3,2,2,0,5
354,45-54,Male,University degree,UK,White,22,18,23,28,13,4,5,1,1,1,1,6,1,5,1,1,1,1,0,0,1,1,1,1,0,1
355,25-34,Male,Left school at 16 years,UK,White,19,23,19,19,27,5,3,2,2,2,0,5,2,5,2,0,2,0,2,0,2,0,2,2,0,0
356,35-44,Male,Professional certificate/ diploma,UK,White,26,22,20,25,22,2,7,2,1,1,2,6,1,5,2,2,1,2,1,0,1,2,1,3,0,0
357,25-34,Male,Left school before 16 years,UK,White,30,23,28,34,30,8,10,6,1,2,3,6,3,6,2,3,3,2,3,0,1,3,1,6,0,1
358,45-54,Male,University degree,UK,White,13,22,11,32,27,2,6,6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
359,35-44,Male,Left school at 16 years,UK,White,45,14,13,11,11,8,10,3,3,1,1,5,3,5,3,0,3,1,1,3,1,0,1,6,0,1
360,35-44,Male,"Some college or university, no certificate or degree",UK,White,28,17,26,24,21,5,5,2,2,2,2,6,2,6,2,0,2,0,2,0,2,0,2,2,0,1
361,25-34,Female,"Some college or university, no certificate or degree",UK,White,18,33,24,24,27,7,10,5,2,2,2,6,2,5,2,2,2,2,2,0,2,2,0,3,0,2
362,45-54,Female,University degree,UK,White,29,28,20,24,23,3,6,2,1,1,1,6,2,5,1,0,2,0,0,0,1,0,1,2,0,0
363,35-44,Female,Professional certificate/ diploma,UK,White,30,27,27,29,32,6,7,5,5,2,4,6,3,4,3,2,3,2,2,0,1,2,1,6,0,2
364,45-54,Male,University degree,UK,White,28,25,19,27,27,2,4,2,1,1,2,6,2,5,1,2,1,2,0,0,1,2,1,6,0,1
365,45-54,Female,Professional certificate/ diploma,UK,White,36,22,11,28,27,1,0,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
366,35-44,Female,Doctorate degree,UK,White,28,22,21,23,20,3,5,5,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0
367,45-54,Male,Professional certificate/ diploma,UK,Asian,22,23,16,20,14,1,1,5,0,0,1,6,1,4,0,0,0,0,0,0,0,0,0,2,0,0
368,35-44,Female,University degree,UK,Asian,14,26,19,22,28,1,2,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
369,45-54,Female,University degree,UK,White,13,26,22,26,26,4,5,5,0,0,5,6,2,5,0,0,0,0,0,0,1,2,1,2,0,0
370,25-34,Male,Professional certificate/ diploma,UK,White,23,16,8,24,29,3,3,6,1,0,0,6,6,5,1,0,0,0,0,0,0,0,0,6,0,0
